"","cg24045482","cg27536187","cg04934870","cg00089512","cg13873655","cg12481389","cg01978368","cg00789731","cg10769253","cg03057855","cg26150071","cg18175779","cg17892601","cg16430099","cg27260418","cg09219721","cg18114036","cg10021156","cg22436753","cg13314310","cg14021880","cg06582789","cg05053562","cg01477361","cg07336099","cg12033029","cg19508488","cg24334790","cg13180038","cg03424772","cg26783666","cg12294118","cg20538350","cg16173109","cg18279467","cg14519736","cg00840320","cg13174197","cg20743134","cg05592581","cg01078695","cg23041103","cg22879667","cg22232269","cg01100951","cg04276669","cg09415518","cg05242526","cg01263075","cg16910246","cg08992305","cg09124392","cg22656956","cg00416492","cg04612055","cg03376565","cg17014345","cg01246676","cg19999705","cg10219512","cg05283716","cg14653643","cg23157089","cg04598035","cg16405235","cg11891395","cg22994191","cg10896774","cg26754350","cg21252372","cg04187545","cg00468228","cg11599539","cg01466771","cg13487127","cg13836518","cg13461190","cg13416901","cg15622527","cg05367248","cg24926711","cg11936643","cg26276611","cg24326242","cg09606495","cg07323996","cg09969989","cg09648697","cg21415068","cg17222500","cg00221788","cg00351735","cg07306676","cg03328673","cg14975160","cg03359183","cg25423563","cg08322580","cg01725130","cg05485062","cg20919143","cg14521552","cg11854043","cg18384926","cg09418852","cg20481312","cg19689506","cg04854226","cg08587397","cg05330708","cg03647944","cg00369126","cg05568466","cg10425005","cg01990910","cg03771878","cg10520780","cg02298612","cg05887079","cg01862363","cg20538707","cg11150797","cg25695068","cg05283453","cg26603632","cg18418962","cg07121078","cg07699931","cg00593900","cg18352648","cg14032725","cg03590216","cg01997696","cg05842370","cg13636986"
"GSM2562699",-4.89985681753691,-5.31909090416452,3.27528953123472,2.78113773342541,2.15793813674737,3.63796341734934,-4.81371296053655,-6.29228060033607,-3.95302299311677,5.79552812589704,-6.1256609677308,4.88390248052816,3.20245699937422,3.23327910906358,-0.935010469489016,-4.63568992685286,1.71605839485964,3.69471769906596,-4.88012715121844,-3.98814997662309,0.561224368006115,4.12598964782862,-3.41252050366128,2.37664738666523,1.12544106595232,0.588124252768,-5.43102443335108,-4.48240494474629,-4.46028143401044,3.0580638627253,0.0570808087615691,2.85668072204774,-2.09242791216254,2.77436696103942,-5.60255421635969,4.05497358228733,3.60696274271366,-3.61996866086182,3.97764323394773,1.85711877522794,3.08912355314195,3.1174953535389,-3.30531495213579,4.54735405182283,2.67715745506401,2.4769033149872,2.98201462014639,-5.38769540648246,-3.96287296715118,3.63160391520392,-4.77737947535646,3.43771560745159,-4.31164808670083,-3.501720384531,-0.789048269963565,-4.50856249059975,-2.68651050256585,-2.86895961250558,3.25191635815432,-5.93703219145532,3.79996615308016,-4.75586050374866,-5.3904507665683,2.11326623959931,3.65632796000935,-4.26391236303997,3.40786305746826,0.277881246450859,2.02516379247471,3.72826066117797,-4.13431903315038,-0.0248765247049019,-4.42128007333368,-4.40178179234504,-0.335859397511897,-3.21494522716393,4.27480499460081,-4.4241163761879,4.33264273707726,-5.2413221619761,-2.80643394171746,-3.85218375468759,2.87732732792319,3.81640463247478,1.55034559942795,2.20057902556793,2.96612577421609,-5.36620622429007,-5.93808879758602,-5.01048098239664,3.32353931953865,2.88046719319558,3.97945435242163,2.97320573999139,3.61068148400853,-4.52334357546199,-2.50699478421638,-0.902478100286577,3.32333100033304,3.45004903752577,4.24913052514434,3.00195880062985,2.10799850164842,-5.00788936631885,1.68588352338266,0.337615885808065,4.23168782402714,-3.57209092472363,5.8274549210801,2.73445046987748,-4.50746006390401,-4.58532146131384,4.35968920270802,-3.6940978127324,-1.13192211170432,-5.25897191559314,2.81341262749608,4.11271152274144,3.37133670419689,-0.832778340981278,0.232258427753083,2.70815012855332,-5.75315422942898,5.1840614129773,5.27856363429515,-4.47130629076964,-4.99082988566248,5.72652741617982,-4.17852902421839,3.56410393750428,3.70079166925424,-5.27102797034384,-3.85098504725467,-3.83024073432333,6.46772704754929
"GSM2562700",-4.29761728677093,-5.26038715335516,3.60115632660947,3.33109542456234,2.31554427786078,4.122761047483,-5.20950532050013,-6.16679809593798,-4.10028416041453,5.58135440329857,-5.95745385004304,5.26271730857035,3.92616226690535,3.55939914538695,0.044783598429077,-4.36974200033938,1.11285666096501,4.14640882540293,-4.85243040387012,-3.52850603576564,1.71652612720334,4.36943555121271,-3.08198287502891,2.51670360906625,1.95195265013084,0.968438065163863,-5.53919164439226,-4.43238307756192,-4.31031195106731,3.7333392727966,-0.254569381647422,2.79975827001165,-1.97929439573386,1.52567630928523,-5.75627021442564,3.92431205572558,3.91927980576371,-3.99436919167898,4.49764017338731,2.5273211513999,3.34736529991332,3.95351993245009,-2.96494948661154,4.31337053152176,3.39416300993637,2.82327395783546,3.8718162365029,-4.84940288364015,-4.21102760138753,4.12363373235657,-3.63112566943407,4.06564375859475,-3.73081842861614,-3.41820260047155,-0.830783145024475,-3.85913867023154,-2.49242519598791,-3.15061902568269,3.65388434870617,-5.74716126370476,4.20092132297711,-4.84414514517324,-5.28129033994884,2.29953734930593,3.80095884187874,-3.91293073509837,3.90766194340132,0.549141834947549,2.16393160000818,4.07200951204401,-4.22078848109315,0.382099548942446,-4.6651344394036,-4.12815258500567,-0.405654434221995,-1.91575195678571,4.43715068727461,-3.78924895648606,4.425996361119,-5.6979720334179,-2.35810371657206,-3.86703512804579,2.82627248197945,4.4125987287669,1.90312869195464,2.68277058486442,2.90256827252304,-5.19234393912079,-6.05643253867824,-4.37877360070733,3.38264430986432,3.81078904005415,4.04492317577921,2.75954615149788,3.61604636084601,-4.45016835787783,-2.98745601502247,1.2863492536446,3.37052759998009,3.36858281558492,4.49072137006907,3.33139483841357,2.97012440147308,-4.7305587272906,2.3699344694928,0.897176441609567,4.45732356999293,-3.3695509592096,5.86034919150932,2.34439342756499,-4.40257845275875,-4.54401042732149,4.65438777240858,-3.65942530085203,0.0665298723142145,-4.97090903703639,3.84195721321528,4.38209715303378,3.64200333060614,-0.845216800842017,1.00704972342867,3.22865867213745,-5.56380676704218,5.29867256082548,5.25015638554629,-4.44003165487066,-4.39193670455672,6.18276754003807,-4.01489050672517,5.69247750169906,3.90050952884349,-5.2178775544812,-3.52148328577673,-4.68267758870797,6.52356393389042
"GSM2562701",-4.3452898743518,-5.14325383970969,3.47796743307111,3.09003264457658,1.85711749925192,3.48302856935992,-4.53662949096419,-6.14981696171629,-3.79489754592189,5.66501917956698,-5.94591489617194,5.07335822467419,3.05133975391664,4.52525260508206,-0.238141025917011,-4.1993197804743,0.48793640976616,3.69841780583868,-4.74930252441636,-3.80225448473777,1.09601260379757,4.42485837205459,-3.03411315647741,1.95791735161633,1.8241221520654,0.92549081524427,-5.39265492134804,-4.17455324830614,-3.82730649890597,3.18337404347086,-0.397458191216945,3.60806316372724,-2.22441981368161,2.91322539382556,-4.99190118220424,3.65114807905912,3.41686728645829,-4.8089014065515,3.92820986791231,1.87797441080212,2.96933888794269,3.41930776332223,-3.0576344305844,3.87707400478962,2.4021243623562,2.63052315882706,3.09737643057802,-5.29465957412454,-3.8869347104145,3.45406984279339,-1.98313828095709,3.4291847292068,-4.10069974383883,-3.33577229740638,-0.838851618355426,-3.88104473635658,-2.27511913062623,-2.39746264490644,3.3298399557623,-5.79031530126028,3.49719596560728,-4.23351036238912,-3.83966460696795,2.16296970795081,3.96880867579042,-3.86726374453679,3.56941313785738,0.537090875333169,2.20573324248202,3.717309252934,-4.06091371202697,-0.10178387343106,-4.26116486779918,-3.88328144482094,-0.0639610976474621,-3.11936157518212,4.08326522118367,-3.85239294227029,4.37606865790917,-5.04549044267094,-2.26788219875644,-3.71846045618611,3.05280729505779,4.26910179879249,1.72407907841692,2.31223747373533,2.94322943884672,-5.40211238950753,-6.10181565560608,-4.72805135605762,3.34933440745839,2.38862184673337,3.6796440069547,2.75174701089984,2.82895914221669,-4.12431608699421,-2.78323559528944,1.07544039530532,3.81741395747234,3.70491099520444,4.53631920130444,3.0230877739452,1.6356689788862,-4.46227092279486,1.58023960751945,1.0381391544858,8.19017637715481,-2.71884762468464,5.83953436752265,3.20799787377528,-4.36689576178159,-4.56235355557362,4.64322359883718,-3.52696679744308,-1.21961480901152,-4.81118061692337,3.11378034739112,4.44406711867973,3.50965124445837,-1.29749651095295,0.362055738922154,2.67771986490929,-5.29726338312978,4.87275487207256,4.80665361299491,-3.49686470544787,-4.57825082756945,6.08976053871302,-2.58095332739076,3.46402885818175,3.30340339547819,-4.80206685224371,-3.08643817025649,-3.22345595087177,6.41918380035604
"GSM2562702",-4.71394712554215,-5.35385238300195,3.61719763608446,3.98586790161366,2.02130582258247,4.46418684973912,-5.37061437232828,-6.21220538289909,-3.63029219116792,6.32363752362943,-6.17858774608488,5.57157017820579,4.5041145604187,4.076443755069,0.217315378769099,-4.40122390598725,0.910239901309136,4.33123182787638,-4.67624876894863,-3.78445458973665,0.857670976222804,4.32482952732695,-2.94844187588172,2.19661526541872,0.773810840608195,0.649650913162691,-6.0432135860469,-4.31991750476972,-4.34782579442042,4.52153366683244,-0.0302904769734239,2.5442453745987,-1.73780374105787,2.30432561559999,-5.62300393517007,5.09579994163821,3.07826359689135,-4.35189962395179,5.58504636545394,3.05331466230364,3.26861874012046,3.70853223566338,-2.54713843436206,4.45182658120646,2.57261256505363,1.99728810551804,3.15014314529677,-5.17695529442389,-4.33423228522829,4.9131706468944,-5.43236077773384,4.02717756292292,-3.84800777598198,-3.56425967832791,-0.355865210199447,-3.98472219923047,-3.46739104616001,-4.12434298937153,3.67285692650116,-5.66853530034535,3.1326043609818,-4.33460785759534,-5.55430377165998,1.47095300138397,3.91135527020626,-4.16950599646729,4.80774785401135,0.0813425310960405,1.98745757961327,4.08277366631575,-4.01303140019387,0.648436981649965,-5.08349542418011,-4.16017011091937,-0.513683114011025,-2.26878497835585,4.47106205526519,-4.59935907328609,4.48129754095693,-5.40761721910548,-2.23366477280698,-4.27031658106202,2.95693510654059,4.5792099912072,1.91870694788175,2.52111680746362,3.12708104666459,-5.81064292500916,-6.3216901181257,-4.01943553150097,3.93870026555112,4.14766059383721,4.11779625096979,3.59629213097833,2.77389713689058,-4.46489963225561,-3.7683175560042,1.82292508375765,2.9125011532909,3.80390889446431,4.03652118691544,3.19552866044773,3.76097655312156,-4.75111247796381,1.99964520689752,0.314366069541556,5.13658321720146,-3.72417540447124,6.50902646628392,2.06831624872532,-4.63599697037889,-4.55221571892209,4.41983750548486,-3.84707326400437,-0.633709495230923,-4.98968596770932,2.97707719744065,4.36233304487973,3.11621114739169,-0.596238090019375,0.452281737551717,4.00415618700709,-5.84887166673256,4.94935677401911,6.04927133701004,-4.42664386055985,-4.9081374306155,6.71796303857352,-2.91559111784545,4.64598866976152,3.62442544839103,-5.2881201971489,-3.29021032445977,-4.36718716252771,6.72840378043354
"GSM2562703",-4.63552602302515,-5.42709881042111,3.6000364704886,2.51666390959347,1.96804843847001,3.66350670653967,-5.39571898905306,-6.22383351888987,-3.9214019618423,5.77336294891271,-5.22193115822394,4.98723971279135,3.38869651654065,3.29677747835107,-0.435257672692988,-4.82565556182564,0.411211757505495,4.07073070631645,-5.03428981908831,-3.69876532935195,0.327778390237647,3.93535867611268,-3.16429368299181,2.15504856727076,-0.163587260232095,1.0405514450823,-5.24844273687937,-4.82784172932444,-4.16255230624946,3.42711505392302,-0.229312542987875,3.11191529405343,-2.01873111857261,2.96775171987998,-5.5585422470098,4.16325314854393,2.95701946684724,-4.16143925364398,4.41117766227431,1.39682934890916,2.95930802056203,3.02793679058519,-3.12061286421638,4.14626143286947,2.11530199940149,2.2811403732993,3.06255015246153,-5.2586814971198,-4.43897747973271,3.77662325575585,-4.84099751456089,3.56061477513008,-4.50374725728521,-3.73034684152391,-2.24150024366214,-4.64153814906101,-2.4813794368544,-3.01087582661114,3.16704651490919,-5.9080202987613,4.05837826924192,-4.77077673372917,-6.08235809391612,1.48717580193324,3.86849392422577,-4.12169134810721,3.41673402781876,0.0888286730018812,1.99672485977992,3.72772636467821,-4.55106071306584,-0.626323482166964,-4.5637725199116,-4.39120621727909,-0.617687689983738,-3.38866199186407,4.1380228745328,-4.67324688653894,3.73513676958508,-5.24442168246492,-3.0278299096537,-4.41262089744294,2.62976122545923,4.26868971208718,1.34067416306266,2.28871615810521,2.73076346022048,-5.49981763819642,-6.3103432783844,-4.80208105240405,3.42094471478972,3.24438085191468,4.00349503308921,2.71323744751319,3.0268372858222,-4.54154212990578,-3.46142962091897,1.17695808413537,3.36088815662106,4.21981168001757,4.19426330023595,3.3996233174389,1.91333686213844,-4.8490546896897,1.80455003372287,-0.532908097723544,4.2579069949849,-3.78420086647989,5.75072391748582,2.31288094061827,-4.90901458023507,-4.95373303589814,4.13241326389389,-3.57158982060983,-0.949605145485212,-4.94052280932845,2.94933531136176,4.40430067747779,3.38740522599538,-1.30361606534572,0.120504210108676,2.82188660748828,-5.92804327163939,4.60446852514063,4.95955572362801,-4.69587495861732,-5.11042630699048,6.04628998190142,-3.8966153593738,3.73979926115307,2.91706741801731,-5.00313667312476,-3.88263088112341,-4.49559911402608,6.37214566818179
"GSM2562704",-4.7161635048679,-5.24353782504972,3.22655548535975,3.37697049677078,2.04640367944401,3.81196292470616,-5.78106598395823,-6.34893143510499,-3.25438961793059,5.63256831298565,-6.27169453119121,4.86317854817101,3.15486306414282,3.37073538670076,-0.467035674398094,-4.40708354326852,1.95902650214215,4.04378312053246,-4.59957521678368,-3.83706391935491,0.527613544380825,4.28233922553115,-2.6498469304423,1.89350224606575,0.994757019819991,0.589342466334148,-5.24617802781997,-4.71533050487846,-4.12049451331941,3.00838981991552,-0.101313566865704,2.54228815909372,-2.60377729758745,2.61378664069969,-5.9567860057424,3.85702622773953,3.42868522468622,-3.95978649879282,4.34460914823833,2.3646746903016,3.11147474912583,3.18021402426258,-3.10381253838659,3.99906824472775,2.51688999226479,2.89466498499362,3.16025141571429,-5.41105767918177,-4.57688935348591,7.73319899064503,-2.43921155679875,3.51613089265595,-4.13552047172252,-3.8323801129641,-1.06089422190621,-4.57218955728465,-3.35839654311631,-3.08838645407577,3.58855361131985,-5.81368673804292,3.62481253309764,-4.76278799248832,-5.43553029517044,2.19951556311217,4.19237034945752,-3.80820190027083,3.50714776436659,0.412142971796465,2.25878187464739,3.79298144214225,-4.60563163214122,-0.3553344716195,-4.59735432455555,-4.51992929486856,-0.656138508913811,-3.7454291523956,4.23524911517553,-4.23482883166084,4.22001636180824,-5.4637734375565,-2.59180232276396,-4.23035191120488,2.80896861439608,4.11114392513604,1.72159638661358,2.2512334010733,2.80013298331053,-5.32799375485331,-6.06665787555809,-4.38971097657511,3.61237465113054,3.49970777965933,4.17597868602534,0.0612966321185369,3.41505931560555,-4.43164238475152,-3.36143788386056,2.13743469643395,3.90524595215587,3.60857097029982,4.00640525860149,3.01224978122776,2.49402278156311,-4.7943694404169,1.84511840849899,-0.2396564706616,4.07489493895625,-3.44576303223292,5.88693852388726,2.36414311280103,-4.45360981890257,-4.56835215282622,3.54296054746484,-4.09128977893337,-1.32003611087313,-5.38486931861491,2.76749101747935,4.0219789433443,3.02127254956292,-1.16061897781602,-0.260901141587834,2.67907429276097,-5.8002405104138,4.36435907771912,5.37009555308401,-4.86007792361916,-4.94590044785943,6.1094742539866,-3.41951672772124,3.75426620322335,3.40412787348598,-5.19168980874354,-3.45438306515959,-4.78144025002903,6.05648619992643
"GSM2562705",-4.72699633101195,-5.31129417633483,3.28819351841875,3.88495169040631,2.28183758660297,3.42889859777322,-5.06370649113107,-6.37710708894925,-4.69670439049019,6.02220193465338,-6.2526689588672,5.35934323950583,3.55388822303772,3.75441909262686,-0.752621077348863,-4.40129947254473,1.98229224974072,4.0322503399999,-5.15693825681241,-3.86328925220065,0.61934047322232,4.20361272370458,-4.26351559227596,2.00218345409845,2.60434896194427,0.43494797683819,-5.91923510988019,-4.94356894921733,-4.18020722207294,3.79734198865487,-0.366533307019438,1.87088952252899,-2.08755404722215,3.39451405775956,-5.8540474391907,4.60895933812642,3.91547883022203,-4.97495519260915,4.89112166410062,2.32301375179403,3.69448816406484,3.76685005543578,-3.69362045984873,4.66017116077752,2.41060974182951,2.63766366313635,3.59658775972352,-5.73447441731607,-4.57954583041564,4.18173517019969,-3.95886310984017,4.27562077832764,-4.58049236669929,-3.69263434167983,-0.646642512830968,-4.4364816434107,-2.81935647485,-3.15720064097919,3.78810734975038,-5.91708458642149,4.56226797630292,-4.61945127771202,-5.36346933621925,2.31009188890448,4.0218667051425,-4.29018172483554,4.04544332312097,0.406626178342253,2.26676583335984,3.98483979219377,-4.57589065447679,0.401575283314406,-4.95844152507901,-4.28503424733319,-0.428511145797679,-1.84494543812893,4.43608864933446,-4.92286481820096,4.42731522289171,-5.434177412251,-3.41078208997057,-3.83231218828195,3.05852120082044,4.67078370771518,2.02601611365934,2.64836388044386,3.32506832246597,-5.42306049399895,-6.18623426722658,-4.89090840318602,4.07790701318452,3.54740104877913,4.41574082245124,3.18847002283648,3.60814365846065,-4.69308079717747,-3.30396805865566,1.64449598452283,4.50897515631257,2.59177288626026,4.36428827128104,2.56776360924774,2.72105631784668,-5.10183277073568,1.89022924293246,-0.201805446081448,4.41871685364354,-3.81778886384971,5.8772845109785,2.67099284455514,-4.51195477204054,-4.48965495764255,4.73650714221871,-3.92371424332906,-1.17132544588694,-5.39993304832076,3.54292566336015,4.70517242360694,3.46201606421935,-0.945754170618767,0.102917623985841,3.373679168419,-5.82638149015326,4.84317809045607,5.62897524974633,-4.46357214033323,-4.68390648586367,6.33345779382581,-6.31304818379517,3.8937568843375,3.32599005557701,-5.58135593602908,-3.92713248506269,-4.8958130551709,6.45425609904396
"GSM2562706",-4.77371101495923,-5.23080556353981,3.77669443679851,3.52669293177589,2.02132786279618,3.69996526273931,-5.19578121647042,-6.34385691012845,-4.06806228959887,5.73321836820473,-6.40063124713806,5.18190295549922,3.14906567696215,3.28718107935661,-0.263545788724004,-5.06809336068324,1.30734965524735,3.67730607196502,-5.26157648424588,-3.56155846745346,0.820114505068286,4.45113453329622,-3.18647428472984,2.60059230403813,1.66072756463311,0.928232030801262,-5.85125793826967,-5.22619886202498,-4.45204950344984,3.40608477420379,0.429620832246901,3.4772517054698,-1.842484903741,2.79729465444996,-5.82068551986141,4.14143600411665,3.71263294378482,-4.29204224229225,4.60708112151886,2.12709186463983,3.16368525802806,3.62682058873578,-3.23745271069865,4.6519080103352,2.70338490960797,2.58018488718365,3.36396025433344,-5.54456018134845,-4.77933680802652,3.72964438652788,-3.58613471603721,3.76955504512395,-4.54669200486462,-4.11231847313625,-1.32245917536272,-4.69742526245473,-3.17059946129767,-2.87494368772057,3.9550025389715,-5.80753541266146,4.14911560853607,-5.00547665709237,-5.27615919756346,2.02105400127586,3.65014951880463,-3.92288250397105,3.83610035364927,0.135849897425515,2.33627780875536,3.87396990649492,-4.0850261115372,-0.0372285970974137,-4.91559159055879,-4.34928854516836,-0.270308985454355,-3.38512496938071,4.03259191182123,-4.41625666264958,4.43378137677027,-5.78052502923345,-2.7093258998312,-4.35527540966986,3.23175684440004,4.1860187378214,1.90080819725149,2.42534001579411,3.15707338959924,-5.34462618231452,-7.03049064107258,-5.19824087732599,3.83997376664872,3.67260450656616,3.9644851279235,2.76333340104543,3.43814922091254,-5.29355696914907,-3.62897538741188,1.91370923733406,4.09772592060628,4.31405801252831,4.60538359388392,3.40883702211079,2.18167079260354,-5.01791391236405,1.84160614012327,0.536771853630686,4.47882033601836,-3.54033799496468,5.63738752488787,2.5813502244091,-4.58218171122241,-3.65896568239727,4.3112656118356,-4.385937183001,-1.09785401978389,-5.31917076832545,3.43101160631153,4.46286680928109,3.80279478106672,-1.08927945264013,0.465968678065194,2.91187668772138,-5.77902181677673,4.43700977208625,5.45742598657236,-4.79120044478648,-5.02161886099593,6.0850534199962,-5.15082925214421,4.09182441726972,3.29494163908416,-5.76851438941197,-3.5732208620959,-4.63316932635159,6.31009487752038
"GSM2562707",-5.27541182385638,-5.69663847688665,3.33230538216196,3.66241307744777,1.85292290757741,3.76590902838029,-5.30602090848371,-6.57940559902023,-3.58156576258099,5.82837212580272,-6.44458656191236,5.46234465852335,3.12406335516393,3.33793665814839,-0.214768864643213,-4.65584371904099,2.29098851916954,3.9881486143644,-5.16647928308918,-4.07279997139312,0.436618303471495,4.34116751555558,-4.91341207577847,2.73155742834355,0.536012316030139,0.433301136804895,-5.69916930208994,-4.7920327253189,-4.18705602321919,3.42013483578393,-0.435509678803243,2.96239242597132,-2.00154832906077,3.37920154114421,-6.12495073016502,9.96434086779242,3.42790728920116,-4.65951196113532,4.2939404181396,1.86335154572719,3.10806991423754,3.58523125587505,-3.33095601026999,4.3748079106391,2.59800635325926,2.59009425730644,3.29482250304758,-5.52868229797947,-3.89343222855724,3.94046411157605,-4.57996026156751,3.70945466229751,-4.87999013914999,-3.95693299748796,-0.832343851868261,-4.67971533094017,-3.14047672151274,-3.15249159389976,3.49497701682474,-5.89949305729669,3.96084677547762,-4.74061316454483,-5.54075730376839,2.02500217692313,3.41504066397988,-4.12611885652096,3.69231605039753,0.0584641857940572,2.06678451464858,4.01192947506396,-4.41786128897857,0.241791215437773,-4.79725738992724,-4.5373637413991,-0.428695176794853,-3.66804293317955,4.46694659189049,-4.63556912458911,4.28184858016549,-5.51527519965392,-2.84201885913934,-4.0109230024335,2.97964607614798,4.3591119463847,1.99013286375468,2.52615440289715,3.05997714881421,-5.47365433183714,-6.43004084995906,-4.80655503657053,3.70860920619081,3.483674925576,4.10752978843342,3.04939622460614,3.00032741244093,-4.9256819574201,-3.08873732348702,0.723205133572817,4.51470511223385,4.24319632807432,4.21780282857205,3.86979123594822,2.56389179594546,-4.99232468242674,2.00611682219278,0.277485017796914,4.67385641174277,-3.72125978099455,6.14437331194845,2.90606155309516,-4.81601334160792,-4.88166696790184,4.50897788832132,-3.80277779264506,-2.02080645671162,-5.62968176645603,3.2517517484977,4.15965243703973,3.3999542771065,-2.35824148163564,0.495861879718565,2.60004910943718,-5.98534293756885,4.70932465415485,5.6199496795415,-4.62946048528928,-4.67534380887964,6.2966821819131,-4.3249344449716,3.68197164894133,3.17154271748346,-5.27142703798032,-4.04872945095661,-4.81932934955415,6.54654025475397
"GSM2562708",-4.4921701231139,-5.34052001236364,3.68137630772558,3.78211660540651,1.93217745281057,3.6229521279366,-5.83667405495435,-6.483586142551,-3.8036338266018,5.69618893294524,-6.26638689602501,5.55969051127692,3.60087690916943,3.63615207482149,-0.137313739795591,-4.25975704868721,1.20740513139271,3.69253740562382,-5.16659624386266,-3.92501479373638,0.9834163562315,4.70877099053373,-3.69230086183649,2.54471820654628,1.80240056341859,0.797277203814784,-5.74109648176241,-4.7999379435678,-3.79331510209352,3.12132817477785,-0.2318776458695,1.18823693663738,-2.45603871332745,2.50168584194037,-5.51286655103409,3.82972903309286,3.77889807721415,-5.96408052244676,4.83517679370099,2.22346881022332,3.20459944917971,3.83361618290319,-3.24481301710525,4.48040506138901,2.80990891664655,2.64614726196173,3.1920321577174,-5.41167432470541,-4.15726972784915,4.12164820923928,-5.81099639145171,3.9470069713825,-4.06176289349615,-3.58024447733136,-1.11302220712622,-4.16716214569187,-2.12395109093905,-2.95460823986752,3.34151806710031,-5.72409215204419,4.67782478428549,-4.85564553014927,-5.49277316001632,2.45435718084242,3.54029783246423,-3.89666671588824,3.7201511792782,0.824296490883345,2.43397623769058,4.33800264378982,-4.39384730467589,-0.000157664459516149,-4.98427224684348,-4.24118933805823,-0.448210136459751,-2.83237343181793,4.34040262884749,-4.26614922746674,4.25757284155707,-5.45321551502392,-2.86424669486444,-4.14403994671628,3.24840730226695,4.44185930215553,1.84469656377606,2.77016298547164,3.37695615242171,-5.5325426038177,-6.18952194446104,-4.71684338493368,3.58658857999545,3.41012203267389,4.46693590099011,3.02869549211708,3.91549903369496,-4.64316998019271,-3.17559656675976,3.54211262390467,2.80629760441866,2.17841467224912,4.47872119745515,3.49850389746398,1.95402118201697,-5.10450441182727,2.55742953011639,0.206292142658583,4.64014760748836,-3.75712496387809,6.19921434663802,3.19470019326886,-4.25620375809366,-5.08916088837685,4.08596169482052,-3.77968575563594,-0.96342668440421,-5.3092860357085,3.03659788391342,4.71548538281223,3.9637932266145,-0.127547447471484,0.461568474560617,3.18609094044014,-5.75447427808044,4.90678826711502,5.45374901285918,-4.35124416556438,-5.11446458819519,6.23336643760278,-5.69160555165295,4.09903483285675,4.1994775060205,-5.57070053277226,-3.73134803191314,-5.08973115257099,6.62876324626721
