"","cg16366262","cg17001566","cg26363759","cg12634306","cg21140898","cg15089077","cg24550149","cg19022697","cg12628061","cg15718932","cg09319828","cg01010328","cg13224583","cg00313914","cg04179952","cg04287574","cg00589617","cg26153054","cg06162038","cg16058600","cg17654050","cg18899117","cg21090457","cg18728025","cg07318204","cg00135497","cg22398226","cg24082121","cg26103104","cg21929183","cg11830096","cg03187073","cg05491854","cg08818610","cg13187827","cg19593741","cg22321572","cg08941355","cg23865240","cg07659054","cg18805066","cg22154659","cg07278425","cg18751141","cg00106345","cg17485838","cg26264232","cg17881200","cg08657654","cg02225599","cg06166490","cg10319053","cg04027736","cg00445443","cg06401979","cg11532431","cg22997113","cg19142026","cg11724970","cg05076221","cg23936031","cg09549073","cg04863892","cg19759481","cg12128839","cg02916332","cg17569124","cg02005600","cg25307665","cg05835726","cg23129930","cg06237983","cg03529432","cg03906434","cg25460807","cg25439632","cg05575639","cg01746241","cg13746854","cg01327147","cg21233003","cg20831708","cg14716990","cg24718722","cg08119655","cg19460095","cg11194613","cg19907915","cg04053108","cg11830800","cg03146625","cg16370398","cg16915863","cg09798888","cg25432738","cg26168643","cg05412028","cg08959039","cg05923197","cg24526899","cg06906435","cg27664085","cg21079003","cg01899542","cg04086531","cg26929700","cg07633317","cg08753172","cg15951188","cg21017569","cg13407335","cg23365801","cg16513459","cg01323777","cg27162435","cg14918082","cg18773260","cg11041817","cg23669081","cg07547765","cg06602723","cg21767759","cg23651872","cg25447164","cg16980380","cg25741116","cg22332722","cg20667364","cg02231404","cg14785464","cg19092981","cg03684807","cg04566512","cg22249529","cg07600533"
"GSM2562699",-1.07501548576493,-0.0506919050319667,-2.1379041064419,-1.17667659570673,-2.47941068059896,0.504863601588857,1.11083715748744,0.553423881299184,1.36643873761038,1.8650819076146,0.625110365676455,0.572185285063433,-0.645557408647744,-1.13838379022073,-2.0929428336572,-2.85426335093628,-0.123047946519408,0.545077692769579,-0.935454952070425,-0.0592755442847949,-0.510876568299285,-1.48664029122644,-0.833112531799241,-1.45328596683985,-0.0782781310831624,0.20339567964306,-0.90537116375188,0.541875623206531,0.217594507942667,-0.671546298462841,1.04435191833063,-1.87180656564971,0.31203503572612,-0.548981703032719,0.709106971773721,1.23169318740023,-3.23416592548307,-0.882983108665146,-1.48200285146266,-2.21633342509934,-3.30601688136177,-1.17974724638027,-1.2197158676209,-1.90285460763605,-2.43204675527562,-1.3971480059238,-3.77928496389998,-1.92914977843686,0.359270107355318,-1.66659407709864,0.392546091175118,-1.04149446502703,0.119361301897233,-1.20786315655819,-0.550526914458369,1.82276064618803,-0.0753615059545479,-2.39459815379408,4.60670179494807,2.12910530714939,5.31389425182637,2.77385792299463,3.67825258003914,4.08031133708253,3.60002747071816,3.14227805443052,3.50099624739889,3.88925829264621,4.94192431181077,4.07888382770247,1.44826770687227,-0.347661949444757,-1.62483810988262,-2.60081051458451,0.865859237727595,0.709526818169906,-0.613776189856057,-0.153608012727365,-1.38284308312825,-0.510449872104669,-2.93197913328822,-1.80856185682313,-2.31183391619151,-1.71060260097175,-0.866882397249998,1.71526932865968,1.55147642648116,-0.580523923698728,-0.729752102392188,-0.991638381304789,-0.264299181424898,-0.557015408667398,0.416181725778645,-4.23503967083082,1.571325922171,-0.822796342441003,-0.944331571776887,-1.19774388325053,2.09885472882947,0.523174646844668,-0.595814150131006,-1.55542407646023,0.372270483947453,0.658885922765486,1.66188445070617,1.24284821731345,0.725563712123175,-0.816679512506393,0.207841798575264,1.0373571340248,-0.114188912627065,-0.787766363048834,-0.0262254659336927,0.126769633436868,-0.163068770882391,-0.932946523847854,-1.31925595116612,-0.810494754361202,-2.36068344960093,-1.14121032501461,-1.60616738735439,-0.087984654385779,0.20759989907752,-0.570791199605292,-0.184076224933694,-0.696584818073152,-2.06197751502496,-1.13204873205021,-1.81153834127844,-0.325436951394152,0.100030058281504,1.40068974258609,2.87832124353675,0.597239124742361,1.53335797513448
"GSM2562700",0.0301038587353197,-0.311172793703834,-2.14367416688173,-0.189082555173701,-0.964972410195216,0.278717416362158,0.853583824445333,0.508147497497278,0.234989480655135,0.820599231900261,-1.59809328846285,-2.01798597492467,-0.0648597226208844,-1.31739521025854,-3.26004503773406,-3.87244027571423,0.503623062508788,1.58011638942222,-0.569458673607721,-0.355381864402921,0.173413210957436,0.73208363398564,0.32803417899863,-0.1365443358007,2.09711333337215,1.63431715815338,0.745164696581204,-0.111389609411498,1.09312480010774,-0.0651989388094099,1.63006265570854,0.031366933105664,1.18064982026524,0.79935230857129,-0.0781933718587805,1.08338166235096,-1.23665670016601,-0.251669084753155,-1.35146665033876,-1.92739889779796,-2.89195374854574,-0.396554091238944,-0.613947813126097,-1.19741456722821,-2.15176027892609,-1.30341737215202,-3.33240447278783,-1.43847225826214,0.661273615751115,-1.82718408253811,0.26448883894054,-0.804950495142952,0.0194882215236687,-1.19785467644341,-0.556022913481178,1.82556905826298,-0.107867407949707,-3.03431796691308,4.837589439452,2.50100876847335,5.17198271478169,3.24079940873097,4.17367070853433,4.2132596841189,3.64440960627704,3.10008828851979,3.73046246327418,3.89196179536771,4.65217730246782,3.99962847918274,2.11524774235151,0.184710656375256,-1.20387184307922,-2.6440851276626,1.74027386136759,0.0506822385755533,0.585805085485844,0.77249228366166,-0.513147926230535,0.402236852422512,-0.0743331840918737,-0.643770856915109,-0.828051298655471,-0.689103260897852,-0.744661226164153,1.00990380528306,0.629005771383572,0.808481360239821,-0.444758669904374,0.203177503150921,0.187151466477657,-0.364578021472264,1.54529820822461,-2.24886584899246,0.971620191854248,0.285104504114621,-0.175724706842934,-0.654046179242411,3.32013521497747,0.879955804177098,0.00724911212639545,-0.752306689651927,0.0790604830349183,0.693019073525794,1.28906511909553,1.08089813548482,0.520644649390164,0.0848722672350124,0.986496594620651,2.21975573992969,0.975489070888695,-0.266443164444847,0.515212486349261,1.50275016997563,0.702663241265395,0.101617031876171,-0.523770397822057,-0.218412447911919,-1.39324729780403,-0.559555329170127,-1.63628149035834,-0.0406453961470871,0.943253386473134,-0.654820658672951,-0.425699231007493,-0.718322737392808,0.344921307308589,-0.444980588698333,-1.50878561828883,0.33397208390311,0.858615475331316,0.988650241161601,1.75574546085028,1.02900449750633,2.65834947616786
"GSM2562701",-0.4725396786619,-0.0360173035089091,1.91183811880214,0.975564282943378,-0.925409313670303,1.19800649836714,2.27584260611771,1.79784285919678,-0.417381406831644,2.41263752710143,0.882527579135141,0.743543868572139,0.87919902248779,-0.151031963732146,-0.488332693244948,-0.436098919837958,2.60016573274335,2.5438420274886,-2.80159734141658,-0.0111420243268319,-0.189331070484763,-0.597287212331845,-0.608538409741276,0.334130723327536,0.319029084116719,3.91532100789768,2.67053189777128,0.868266171543718,0.882046515292164,-0.222367708577328,0.586047781659636,-1.48892886085815,0.51682960578112,-0.071823769231887,0.448515469449216,1.15913647871877,-2.63804100718268,0.635191211389152,-1.09797587872329,-1.7683737444434,-2.51148895628184,-0.16789342496763,-0.335024241802006,-0.96105265800634,-1.33947451222941,-0.630888324867483,-2.88083693440985,-0.603631822406416,1.86665065348616,-0.479771714726174,1.10311576902644,-0.0923836454431192,1.08423546938334,-0.297254106343779,0.291277531350973,1.93751783475579,0.254692476447001,-1.43470523137686,3.14700895954811,1.32100335417582,4.38609295033693,2.42110358272041,3.19392365690095,3.29868779163758,2.87816065800994,2.22910602500697,2.70782734740909,2.95941491370727,3.1642627948467,3.58900019706405,1.30023525756394,-0.430059861508196,-1.29614784156947,-3.22009355788935,2.31434668338765,-0.627456811622071,-0.160322391797629,0.551124399657117,-0.730003469567471,0.0356345526997088,-2.63973640171749,-0.581756238128787,-0.639860814974198,-0.0973035572664839,-0.140846857524499,0.993150681315691,1.18651690750018,1.96917244284536,-0.480178104070316,-0.0569337624306848,0.21764893041606,-0.782826382371836,0.866763909947189,-1.0774831084126,2.55460111162483,-1.63469095036126,-1.52645465377138,-1.12435855993309,3.94285307143299,1.34696948501191,-1.08586085039227,-0.706989324688621,-1.11087701801599,0.520201512931544,1.51538065508121,1.19193200566772,0.511092892827764,-0.259512979084359,1.49214640239682,3.12575336320143,1.5235039030148,0.539294886544043,1.14483024634183,2.11032508520443,1.07725266956551,0.64330420337014,0.224031380117341,0.982318665526973,1.47849773554861,0.546209770216843,-1.65079917162575,0.875393818781498,0.910899122290908,-0.537632494322744,-0.304298229187488,-0.619136636730827,-0.825641496536058,1.33076443194469,-0.0903097489395228,0.371277879957257,0.164105374851444,0.695843912840896,2.11129788210339,1.45153297856114,2.79010338264225
"GSM2562702",-2.48614075814419,-1.64733648497373,0.639837315893037,0.271346680872785,-0.214077164816314,1.72750612665597,3.25427423183326,2.16458740048892,0.672062031529438,-0.329784180873015,0.0704959190999502,0.228821008771813,0.286169590463301,0.992129899548428,0.417047456359006,0.494385754536294,0.900913047515905,1.80044354908644,-2.43982800998119,-0.170504645276357,0.129479595208505,-1.56828667798799,-0.351885392170149,-1.02122986815279,0.525913633362878,2.61449533382143,1.55573393492687,0.845602636859751,1.61229623248098,0.305085228926247,2.41469470021704,-1.12583261116228,-0.446835888258756,-1.38070422372147,0.227955165999668,1.30265912395435,-1.714574932164,0.299519613312538,-0.765178626647521,-1.2466321628009,-1.68013968217778,-0.242764399394943,-0.139622425367721,-0.611392966572603,-0.817288875664037,-0.00164777705631325,-1.50461910534812,-0.0886291206278759,1.811844820926,0.0209823661669784,1.24917409874044,0.0685152443225012,1.2138042414711,-0.11920645435842,0.422181802288433,1.66225209270286,0.0668067595517436,-2.64806978641815,3.27875488105682,2.08148116695949,4.31131631936677,3.24152244150615,3.12010007758319,2.86343652431206,2.89785859233763,2.22048331813767,2.7375911941866,3.5080158699939,3.33611952590482,3.7829722550019,1.14269308979805,-0.472024078558073,-2.54066041091941,-3.42144807821922,1.8327457906218,-0.050272108980116,0.053140545901161,0.0234644171446073,-0.992815754147144,-0.138986599211162,-1.03126235902533,-0.324007032795684,0.238124384354513,-0.268040242500723,-0.0360577621226619,0.571438138006758,1.51044520049749,1.30487428710326,-0.53387322359829,-0.723114390118502,-0.0112622432995413,-0.734765903237137,1.15939453756669,-3.05254852501069,2.27181802166443,1.18429009586033,-1.74716315933249,-0.227979326464109,3.80131731485788,1.10358317557641,-0.482285482569145,-0.357055590822696,0.292848882054947,0.780919871914755,1.83979702273544,1.27194046739185,0.73902886405149,0.298807421636534,2.02532001913392,3.03563397533803,1.5657057556975,0.702280665632667,1.31539699437914,2.81318556636729,1.28367198258793,1.00398162202251,0.584674992633752,0.908614115735741,1.30183089368921,0.895528593675186,-1.58673180209425,0.309021180284822,1.14308447407863,0.0743106170113422,0.146274815551828,-0.221758713439446,-1.1393142030024,-0.101191883680741,-0.319849048328731,0.176463125674287,0.335389021304317,0.933271576858743,1.51256600216926,0.97770006503557,1.32649337759595
"GSM2562703",-0.441802201349121,-1.55618898684322,-1.27489186735477,0.924477190726294,-1.95108031393418,1.25965104763298,2.08671710342271,1.90215967800166,-1.57493924445357,0.996302374356422,-0.265134774422465,-0.366349623025794,0.968379154914418,-1.05106147765459,-2.59133877730848,-2.52420549149734,1.25282534991392,0.594287130718531,-3.65783580179481,-1.07069691667892,-0.492765874794887,-1.69492960675844,-0.392921138056601,-2.26604597264131,-0.241740008736364,3.26506361201981,2.8002371861544,0.25537585077216,0.712449335652501,-0.745483927317992,0.573765589583706,-2.08449027993122,0.547955325052483,-0.307177838393511,0.94526958874476,1.7880926495014,-2.88145871591553,0.786686877331396,-0.475919512501627,-1.13162615514729,-1.82706290900663,-0.110987816680528,0.18490014934533,-0.686569078463119,-1.09557010465268,-0.08702688710061,-1.94884404943002,-0.4402093583845,2.11988567910868,-0.217555907278101,1.06552106315014,0.0792360483902874,1.04749848178658,-0.228138138563838,0.238009824420947,2.90984299965164,0.373208568608435,-1.19835941533464,2.23722277009033,0.748180483333813,2.94637310588595,1.89623007265213,2.45455069907319,2.39839201941914,1.64724073950073,1.54083840397586,1.71987322495594,2.08421741086854,1.89567470134005,2.60896372411816,0.541446648151785,-1.29603261131899,-2.37441875698181,-5.35175837977258,1.87276415118931,-1.59510191512955,-0.431881969458788,0.295797229657601,-0.601574845454015,-0.0202376388679331,-1.87663824771158,-0.560074356168768,0.0626892413241333,-0.0841796915956275,-0.214205752039529,0.769909002674777,1.56781331785426,2.18911697140051,-1.36579806304111,-0.648961617281547,-1.40647430682418,-2.02440923833612,0.558733498210643,-2.64083859858633,1.73681241951448,-1.73072178512507,-2.66108371777854,-2.7299310102988,2.17161328405434,0.239381078902637,-0.849750984950321,-1.29466745507816,-1.58237572843144,-0.935301775985803,-0.0770253072489724,-0.663719454286863,-0.738081993657272,-0.930826866697913,2.29258717465731,4.03735997849589,2.44887812652636,1.17501855359887,2.12676092947395,3.39612884059282,1.95415368561043,1.32932156514965,-0.236607678755824,0.564191541116874,0.924165349638635,0.330584935940048,-1.37247414930193,0.489084889833009,1.23018372876071,0.635267387944088,0.425781679356034,0.060270353493703,-2.27507322661386,0.65513766435658,0.0278528667859403,-1.64382478656273,0.185574985189351,-0.333405721555287,0.434683706530794,0.447633751194972,1.02047689022278
"GSM2562704",-1.39104446522859,-1.683610451036,-2.3555874916709,0.719268064455856,-2.17608151358094,1.21957452539778,1.74756894097441,1.47638741171196,-1.35521497246229,-0.499003363461148,-0.772610807482353,-0.634600021566785,1.01943108813675,-0.768740779196163,-2.03999627151876,-2.40161951113069,2.52097093995339,1.27244474725682,-3.31737355490982,-0.71906084482483,-0.402631588351853,-1.47198749320206,0.399379281036016,-0.950043774416305,-0.0898527715608148,3.75120918201698,2.6314919416633,-0.27431831820898,1.09793420377587,0.429648362028066,3.14805566340393,-1.67990035965246,0.200921266305308,-0.709774704804334,1.03512051206338,2.3896914939149,-2.2541618502967,0.284347874434582,-1.89732865825756,-2.27247167884977,-3.08015296376613,-0.691392826273716,-0.941149199461235,-1.29469908352045,-2.27288583276178,-1.07078195417177,-3.47843244295155,-1.17387555609681,1.02714304751773,-2.1166898621163,0.232268770507038,-0.948426023985711,0.0287649244767393,-1.14838691967299,-0.6066423021837,1.39058116823613,-0.748325912210588,-4.56742761903562,4.11300064820837,1.94554435114544,4.78379248457065,3.00818806941212,3.98700135772038,3.70559107084887,3.31558746002547,2.52410417506153,3.62614979389603,3.6652337015435,3.8939657516826,4.16617062377131,1.43289894686446,-0.529825084038738,-2.96800503855864,-2.23389999654616,2.38420668725143,-1.65275485573584,-0.271993326423209,0.295609885649072,-1.15051137150995,-0.0625537926082815,-1.79872441102147,-0.502930023437213,-0.782718530703524,-0.113188015048017,0.306912942582948,0.92428837963104,0.724617493621822,1.45301582458337,-0.412232568931205,-0.276861242581756,-0.204024720775348,-0.588936990228334,0.513584225677384,0.0823339711527541,1.64356515304209,-0.750031744925331,-3.01123265191652,-0.947090427603427,2.60493074122928,0.684459127698321,-0.502631387864711,-0.289750527620805,-0.7917348305717,-1.06752811386606,-0.45875409240623,-1.05279971009806,-1.26463607886194,-1.83190097763111,2.04998356113981,4.0936252603112,2.379561297179,0.600562998082612,1.37356783704775,3.11607867524551,1.45870495701352,1.48268675885927,0.845329845556873,1.50757329769755,3.04942391324574,1.65384795962704,-1.89805353351464,-0.363395068620918,0.00102526223074295,-0.33695723678054,-0.118656808325959,-0.498945317632875,0.573026673579562,0.920045055532981,0.439955684857691,-0.774912715698647,-0.0285655460509665,0.251386629309239,0.898506102074686,0.395150829899167,0.824539469771489
"GSM2562705",-2.93929803370975,0.631877569791096,2.34491490069601,-4.34209329588951,-3.89879102563956,-1.57086336115464,-3.906666506731,-4.10816455138069,4.23505220700535,3.60148503646489,-0.087530575529526,-0.189486348097633,-1.97499124863538,-2.58506446037736,-4.5137721186632,-4.60233025557933,-0.861672503077144,-1.07140309540288,1.54629981165996,-1.7531210196043,-1.30106832072216,-2.43029611780606,-1.11434719811847,-1.62970480012051,-1.24463005270931,-3.13966118206878,-3.35405392116827,-1.34171699795268,-1.9259366901356,-2.17556829647764,0.24853865707988,-2.77761440956345,0.92590199394837,0.583531120746496,-1.35318195904237,-0.105313939549213,-2.48068237749482,0.139801210005145,-1.73555414319105,-2.53401409113361,-3.69239610234829,-1.15638942828971,-0.769038584710841,-2.33485793469124,-3.78433308222698,-2.19083226109211,-5.19485773641635,-3.04483629170376,-0.672235564082867,-4.04892133638096,-0.660483357865669,-1.72536408951206,-1.60187479120548,-2.76993060087262,-2.48069051380542,1.23989932203995,0.0411956025250674,-3.01035674800815,3.5928322056408,2.39977655555261,5.49556372196658,1.26822729592195,3.40984740875075,3.62257196641175,1.94891509964888,1.86979196503674,2.31021229099131,3.23125869321725,3.78350085071894,3.20782107278152,2.25744038553987,0.368101084250896,-1.57326595029246,-3.88764631644755,-1.77031602700607,1.57321593300788,-0.804522488029277,-0.918300178280096,-2.17285883609266,-0.98310227372707,-5.8742663400023,-2.98661088129109,-5.12206641645799,-4.14199218472882,-2.16481340825932,3.32574477563605,-2.11577430798319,-1.54172674427294,0.023812604943749,-3.08598074188873,-2.523898406556,-2.41946587333993,-0.269961748414761,-4.29744767790037,-0.691635044710811,-0.935291452687338,1.57902574726786,-1.47300974852239,0.576871441951441,-0.983421898495863,-0.812489224872521,-3.73903953554269,-3.50120959474389,0.285695410787875,0.513441737066856,0.214853392860435,-0.209254549615914,-4.51662285676923,-1.13491055185325,-2.12759674613036,-4.44958914302505,-4.50512390226324,-4.22340354205955,-4.10871584204929,-3.59489481371018,-3.43113236633528,-2.40347887740798,-2.98286357771212,-4.31523959634222,-1.92561074047134,-2.72622166995992,-1.61499670941783,-2.56997218587362,-2.28475450412566,-2.16421218764638,-2.52523435370184,-1.38728253662761,-2.64228633637586,-3.64213348608289,-2.63390713854188,-2.05727950098199,-2.30294653419858,-2.97439955932535,-1.743116309549,-1.92549568165692
"GSM2562706",-2.66471866813011,-1.61036294441823,-3.07990609698003,0.448514959463147,-1.91095080075146,1.78583303856893,3.26642101437036,2.34330951860031,0.392715165239381,0.476818830881816,1.00498432365941,0.835493129869681,-0.301417172173434,1.98177475061993,1.23949353970048,1.17627280704223,0.526512185791826,2.73644613912549,-2.10008142152934,-0.869897375638552,-0.916095197971599,-1.07702436832931,0.465036095379164,-1.62155508544863,1.65969380290422,2.21698433608439,1.5100264535555,-0.142621092882903,1.4830064374619,-0.326289259694241,1.41823992273345,-1.90392417356018,-0.51797844447803,-1.58181471893075,1.02645875905699,1.76565030949169,-2.0800520524992,-0.093154078084543,-1.29136344056889,-2.01572387947547,-3.02132472972119,-0.392989921793596,-1.1911665987433,-2.03714272840969,-3.37851004117703,-1.94749226810815,-4.52027878876386,-1.75543025598771,0.0936591375467697,-1.92049442979356,0.45106091315482,-0.803267340839076,0.0624519772796398,-1.15728593208798,-0.511715162012808,2.76452413562877,0.323011873300818,-1.86893737730178,4.32473391913391,2.37393970345638,5.43754143993612,2.9579002121834,3.62728300497721,3.95085780643443,3.49887348205455,2.72762321157966,3.56223889681928,4.19950313758171,4.37031397517376,4.14477945298367,1.23950513245265,-0.653296288106372,-2.68400087010685,-4.72017706856133,0.220913306061376,-0.479787879239739,-1.07829212456703,0.54344538571611,-0.533711216395376,0.715158455004766,-1.08928085858977,-0.632271983465271,-1.66144188308285,-1.35794619780114,-1.50140225138592,1.31129060961869,1.51598405320622,-0.143898668917445,-0.391079715308766,1.13338423568819,0.716923021906433,-0.512108574014565,1.20488470044775,-1.17394231744188,1.85061039750526,-0.0825014930984861,-1.00973428976265,-0.969242376542437,2.85533669353901,0.969044354446151,-0.874369810881504,-1.96880066189671,0.180146398115131,0.813517845274967,1.38589895345205,1.28881850755597,0.972683809419674,-1.22644713710184,1.20426108524297,2.31486094163351,1.3611775245642,0.290674761773804,0.731105025795754,2.23085934350994,0.863377875559679,0.400391475428665,0.017661951899863,0.719374305935905,1.09682770967671,0.547901191298749,-1.67431753948146,-0.1664887080693,0.650828332625531,-0.270487609864475,-0.125953059292574,-0.080871612674693,-0.755308235034812,1.25561835763762,-1.66638427280793,-0.486233112331551,0.129774511186527,1.65543000398027,3.28109771173229,1.43747467309676,2.98484089880179
"GSM2562707",-1.26613789317492,0.763429874723896,-2.59096889493227,0.305120612594758,-2.64618242709861,0.964472667620872,1.82736180505635,1.00886208383739,-1.07481493885096,1.10863873807995,1.1635826312048,0.849742948321213,0.771741098646006,0.00707567871438697,-0.792552451773363,-0.901719253803595,1.8705872582954,0.846256278501711,-3.34477941802985,-1.45753593307653,-1.45857300359256,-2.09495225400362,-0.184056463907365,-2.62733092864844,-0.55070391230268,2.7440600405428,1.9281703497015,-0.0632407424374273,-0.422954248875934,-1.32433325507952,2.3430282575798,-3.0929452291371,2.61449628528868,1.69704310243559,1.71923428828672,2.63814036220362,-2.52930245074261,-0.432566341498101,-1.60090977510179,-1.75549334012191,-3.56499378637174,-0.917104233371696,-0.936848046370571,-2.50574092853718,-3.48037853092335,-1.89798516751013,-4.4843010050463,-2.31311882499208,0.146466170309105,-3.05184056687051,-0.124578130082876,-1.05806970599014,-0.816349467373468,-2.03062909548696,-1.16711013595613,1.33962714965358,0.0520284254504559,-2.58943372292875,4.79775005026855,2.51924805535898,5.20191031284379,2.98585712085287,3.80299258839476,4.05867664084731,3.07319152233359,2.80279214446753,3.83292067728382,4.11745461638161,4.59401850835241,4.20652244628145,2.17501777261213,0.236236732130813,-0.420997454276155,-0.211200748951385,0.97670205555116,-0.284689944664232,-1.00028335340385,0.874305346540883,0.145857328247869,0.942011479350902,-3.43992827589628,-1.97165327650156,-1.85384600419835,-1.05879115795368,-0.563976266754412,1.00081406637256,0.350407039669523,-0.551782942302928,-0.357557452240559,-0.668445054528173,-1.12947357762973,-2.1032946812607,-0.969239761083734,-1.78312594369574,1.98482596694255,-1.01072146341719,-2.13134124834085,-0.659540971849072,0.872506784920547,-0.323296358485025,-3.83173553358444,-2.02219353998895,-1.12176160875438,-0.923418347398451,-0.268766766067336,-0.841535286398641,-1.1059966663675,-1.13427626364584,1.30255082480833,2.58600124543632,1.03182830307587,-0.0115067688805554,0.399872389675384,2.13186584944907,0.651644981630128,0.380449910221399,-1.18466436181304,-0.607386564731479,-1.63933064583488,-0.959240929905297,-2.26821162509062,0.147439107455986,-0.0416299751209406,-0.278079249130508,0.0694018919560944,-0.313779284104355,-2.87264508231805,-1.07438310656621,-1.56182989677881,-1.81319055396347,-2.20913198357606,-0.46771868367555,0.492803933037329,0.338432130933241,1.03110409980498
"GSM2562708",-2.84379220417416,0.914585990405912,2.92122379531519,-4.16346091700886,-3.89043963369246,-2.01443348756816,-4.41058314755309,-5.08202646762641,4.02811839940038,2.92492848160897,0.409190921171574,0.460458510385342,-2.18470671676696,-1.9259659297222,-4.12893996165259,-4.12200149384333,-1.03805227087206,-0.438970513939704,2.06436397022499,-1.30744323886349,-1.12274339049944,-2.27652006548964,-0.735484170429758,-2.23479446758823,-0.587682512275009,-2.44591523121436,-3.18667785405778,-1.20180766285418,-1.88765278449368,-3.2215795082145,0.0927849873857857,-1.42602659872259,1.20660884410526,0.589789633133962,-1.46863951114154,-0.226050532168555,-4.08015494168644,0.640571855616243,-1.82098581166953,-2.4208861109862,-4.12584686998447,-1.67057853994276,-1.25474850266828,-2.19737677253695,-3.12726478792377,-2.60901227445017,-5.09039159860294,-2.68699224411125,-0.286274392178222,-4.20886776027637,-0.884346618910267,-1.85907379336225,-1.44921313048327,-2.8538393633804,-2.25828295537456,0.519387996859221,-1.45566158284609,-4.96160672044332,4.19511695008546,2.29553219349658,5.85593564381964,-4.55031510364356,3.91768608637505,4.22997435975302,3.71329649251738,2.35614633799354,4.07606385789895,4.23582275996477,4.58856528821706,4.64719134050175,3.08987089381331,0.661406916475235,-0.656928845084821,-1.2456300616975,-1.80829301191403,2.77661245596605,-1.37889735054216,-0.499046719041866,-1.9127656535971,-0.657800713435704,-5.47392621811343,-2.6183112971844,-4.73913238797964,-3.99204095460714,-2.8856139275541,3.01489830998676,-0.830204335935052,-0.925830444939873,-0.577428008184354,-2.72137981150451,-0.673724538085578,-1.23978905592668,1.07944349365481,-4.39555143455455,-0.352650910123281,-0.583304150043522,1.74986450356341,-0.366675698348876,0.127398786561443,-0.21997945938816,-1.37271897371421,-2.48936818029485,-3.30661409782414,0.956506137244644,1.45557546985972,1.46814907490217,0.592413960528422,-3.47138880805963,-1.17106673336459,-2.25427143137725,-3.76068544297817,-4.45504233872313,-4.41776087503402,-4.02632269587421,-3.31035008710331,-3.38936410858624,-3.11462436228764,-3.7876051789719,-4.48331061164863,-2.37539127392773,-2.27549962739067,-3.17409793387142,-2.38472025957503,-2.26509146336671,-2.17779039143441,-2.74598343698467,-3.13520336348155,-2.08467190608704,-3.58561706512174,-2.28566241929944,-3.01849460315774,-2.20218446657801,-3.08687018616795,-0.402426232975975,0.0346718877281312
